,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
429,Wait. How quiet is the Acorn Guest House?,25,The Acorn Guest House offers guests a quiet and relaxing environment. Is there any other information I can find for you?,120,3,hotel,review,The Acorn Guest House is very quiet according to guest reviews. Would you like me to book a room for you?,105,3,hotel,review,0.16299446731288936,0.21284535775683439,0.47619047619047616,0.20000000000000004,0.38095238095238093,"['statement', 'statement', 'yes_no_question', 'statement', 'command', 'command', 'pos_answer', 'open_question_opinion', 'statement', 'command', 'command', 'statement', 'yes_no_question', 'command', 'command', 'command', 'yes_no_question', 'yes_no_question', 'command', 'statement', 'command', 'statement', 'command', 'command', 'complaint']"
430,Do they have well cleaned rooms?,5,"For most of the guests that have stayed at the Cambridge Belfry, the rooms were acceptably clean, without spot or blemish.",122,3,hotel,review,"The Cambridge Belfry has clean rooms according to most guests, but one person did complain about the cleanliness of the room.",125,3,hotel,review,0.057424980034238876,0.2243881896958972,0.47619047619047616,0.20000000000000004,0.23809523809523808,"['statement', 'statement', 'yes_no_question', 'pos_answer', 'yes_no_question']"
431,Is it in an area where the view from the rooms would be nice?,7,"Acorn guest house guests have said it had a exquisite view, that it was great, and that they loved the view from their room",123,5,hotel,review,"Yes, the Acorn Guest House is in a nice area with a great view. Past guests have said that the view was unlike anything they've ever seen before.",145,5,hotel,review,0.06987283777978613,0.27865814687704693,0.5283018867924529,0.19607843137254902,0.339622641509434,"['statement', 'command', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
432,Are the rooms pretty big at the Ashley Hotel?,5,Ashley Hotel offers large rooms for their patrons to enjoy.  Would you like me to book a room for you?,102,4,hotel,review,"Yes, the rooms at the Ashley Hotel do seem to be big. Past guests have described them as ample and comfortable.",111,6,hotel,review,0.03956623635711305,0.131900756604912,0.1951219512195122,0.05128205128205128,0.14634146341463414,"['command', 'command', 'statement', 'statement', 'open_question_opinion']"
433,How about their drink variety?  Is it any good?,5,"At the Cambridge Chop House, they do have a full range of alcoholic beverages, including red wine available.",108,3,restaurant,review,The Cambridge Chop House gets some mixed reviews on their drinks with some customers saying the drinks were delicious and top notch while others found the drinks to be a bit expensive. Would you like to know more about them?,224,4,restaurant,review,0.038658800638540984,0.12560213041174784,0.1724137931034483,0.10714285714285716,0.1724137931034483,"['yes_no_question', 'statement', 'opinion', 'statement', 'open_question_factual']"
434,Same the range,9,The portion sizes and value of the dishes at the Anatolia are good while at the Efes Restaurant the prices are also reasonable.,127,6,restaurant,review,The Cambridge Chop House gets some mixed reviews on their drinks with some customers saying the drinks were delicious and top notch while others found the drinks to be a bit expensive. Would you like to know more about them?,224,4,restaurant,review,0.013667950042025579,0.06862394782753273,0.15873015873015875,0.0,0.126984126984127,"['statement', 'open_question_opinion', 'opinion', 'yes_no_question', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'statement']"
435,Does it have a good view from the rooms?,19,The Acorn Guest House has an incredible view when you head to the balcony. The view is very beautiful.,102,5,hotel,review,The Acorn Guest House has an incredible view that is unlike anything you've ever seen before. Would you like me to book a room for you?,135,5,hotel,review,0.2676032275663791,0.2498902992492651,0.47826086956521735,0.3181818181818182,0.43478260869565216,"['statement', 'open_question_opinion', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'statement', 'statement', 'statement', 'command', 'statement', 'opinion', 'command', 'command', 'opinion', 'open_question_opinion']"
436,Are the bathrooms in pristine condition?,7,The bathrooms at the allenbell are very clean and sanitary according to guests. Want to book a room there?,106,2,hotel,review,The Allenbell has super clean and sanitary bathrooms. Would you like me to make you a reservation?,98,2,hotel,review,0.08926817707080563,0.2613313179443342,0.4444444444444444,0.17647058823529413,0.3888888888888889,"['statement', 'statement', 'statement', 'statement', 'statement', 'opinion', 'yes_no_question']"
437,Do they have really nice views from the room there?,21,"Yes, the views at Acorn Guest House are fantastic! Can I answer anything else or shall I book a room for you?",109,5,hotel,review,The Acorn Guest House has really nice views according to most guests. Only one person said it wasn't the best they'd ever seen.,127,5,hotel,review,0.06370405230161802,0.1378001838144175,0.21276595744680854,0.08888888888888889,0.1702127659574468,"['statement', 'opinion', 'opinion', 'statement', 'statement', 'opinion', 'opinion', 'open_question_opinion', 'opinion', 'statement', 'statement', 'command', 'statement', 'thanking', 'complaint', 'statement', 'yes_no_question', 'statement', 'thanking', 'opinion', 'yes_no_question']"
438,Will I be able to see pleasant sites outside my window there?,5,The Lensfield Hotel has really nice views outside of their windows. They are worthy of taking pictures.,103,3,hotel,review,"According to the reviews I have on hand for that location, the opinions are mixed.  One third found the view gorgeous, while two thirds found it hard to appreciate the great view with the constant noise.",203,3,hotel,review,0.012090878038257867,0.05452656547098294,0.11320754716981131,0.0,0.07547169811320754,"['opinion', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']"
439,Do you know whether the Acorn Guest House is a quiet place to stay?,5,"Yes, guests agree that the Acorn Guest House provides a quiet place to enjoy some peace and quiet. Would you like me to book a reservation?",139,3,hotel,review,"Yes, the Acorn Guest House does seem to be a quiet place to stay. Past guests have commented that they were not disturbed by any loud or disruptive patrons.",156,3,hotel,review,0.17360861982031012,0.22503084412865204,0.43636363636363634,0.2264150943396226,0.32727272727272727,"['opinion', 'statement', 'statement', 'command', 'yes_no_question']"
440,Do they have a good breakfast selection for the guests?,19,"Yes, the Kirkwood House is regarded by previous guests to offer a good selection of breakfast options.",102,3,hotel,review,"Yes, the Kirkwood House does have a good breakfast selection for its guests. Past guests have said that there are many options for breakfast.",141,3,hotel,review,0.17098323692758388,0.3454611176334057,0.48780487804878053,0.20512820512820512,0.39024390243902435,"['statement', 'open_question_opinion', 'opinion', 'statement', 'open_question_opinion', 'pos_answer', 'command', 'statement', 'statement', 'statement', 'pos_answer', 'statement', 'command', 'command', 'command', 'statement', 'yes_no_question', 'statement', 'yes_no_question']"
441,Do they have a few non-alcoholic drink options?,11,Bedouin has many non-alcoholic drink options for you to choose from. Would you like me to book it for you?,106,1,restaurant,review,"Yes, Bedouin has many various non-alcoholic drink options for you to choose. Would you like me to book a table for you?",119,1,restaurant,review,0.5640009831507544,0.5263484958975239,0.8636363636363636,0.7142857142857143,0.8636363636363636,"['statement', 'open_question_opinion', 'statement', 'statement', 'open_question_factual', 'statement', 'command', 'open_question_factual', 'statement', 'command', 'yes_no_question']"
442,Can you tell me if they have good breakfast options?,5,"Yes, one should expect to have many options for breakfast when staying at the Kirkwood House establishment.",107,3,hotel,review,The Kirkwood House offers a variety of breakfast options for free to their guests. Would you like me to book it for you?,120,3,hotel,review,0.04899864500847875,0.21002660282051075,0.35,0.15789473684210525,0.15,"['statement', 'open_question_opinion', 'command', 'statement', 'command']"
443,Does this hotel offers rooms with a good view?,13,"Yes, those that have previously stayed at the Hobsons House mention experiencing amazing, break-taking views.",109,2,hotel,review,"Yes, the Hobsons House offers rooms with a breathtaking view. Would you like me to book a room for you?",103,2,hotel,review,0.08066974340737668,0.15729051073650738,0.2777777777777778,0.11764705882352941,0.2777777777777778,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'statement', 'statement', 'pos_answer', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
444,Is it quiet at the Ashley?,9,The reviews are generally very good. People are very happy with the quiet environment. Would you like to know anything else about them?,135,4,hotel,review,The Ashley Hotel is very quiet according to most guests. Would you like me to book a room for you?,98,4,hotel,review,0.11041533993250091,0.1250957624720591,0.3255813953488372,0.0975609756097561,0.3255813953488372,"['statement', 'open_question_opinion', 'opinion', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
