reference_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
would you like to make a table reservation or try someplace else?,0.0,0.0,0.0,0.0,0.0,1
would you like to make any changes to your reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to make reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to make reservations there?,0.0,0.0,0.0,0.0,0.0,1
would you like to make to a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to make your reservation now?,0.0,0.0,0.0,0.0,0.0,1
would you like to me check on some other places?,0.0,0.023762376237623766,0.0,0.0,0.0,1
would you like to me find another place or would you like to make a reservation here?,0.0,0.0,0.0,0.0,0.0,1
would you like to me reserve a table for you?,0.0,0.0,0.0,0.0,0.0,1
would you like to me to find a comparable place that does?,0.0,0.0,0.0,0.0,0.0,1
would you like to me to help you find a better option?,0.0,0.0,0.0,0.0,0.0,1
would you like to more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to now more about rosa's?,0.0,0.0,0.0,0.0,0.0,1
would you like to onow anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like to proceed with a hotel booking at this time?,0.0,0.0,0.0,0.0,0.0,1
would you like to proceed with a reservation at this time?,0.0,0.0,0.0,0.0,0.0,1
would you like to proceed with a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to proceed with making a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to reserve a room?,0.0,0.005431309086722359,0.0,0.0,0.0,8
would you like to reserve a table or look for something else?,0.0,0.0,0.0,0.0,0.0,1
would you like to reserve a table?,0.0,0.0,0.0,0.0,0.0,3
would you like to rethink your reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to search for other options?,0.0,0.0,0.0,0.0,0.0,1
would you like to see about making a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to stay elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to stay there?,0.0,0.004472065857547263,0.0,0.0,0.0,10
would you like to take a chance and make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to take a look at one of the other restaurants?,0.0,0.01782178217821782,0.0,0.0,0.0,1
would you like to to find a comparable place that does?,0.0,0.0,0.0,0.0,0.0,1
would you like to to find out more about their entree sizes?,0.0,0.0,0.0,0.0,0.0,1
would you like to try a different hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to try a different option?,0.0,0.0,0.0,0.0,0.0,1
would you like to try a different place?,0.0,0.0,0.0,0.0,0.0,1
would you like to try a different restaurant?,0.0,0.0,0.0,0.0,0.0,2
would you like to try an alternative date at the leverton for your trip?,0.0,0.0,0.0,0.0,0.0,1
would you like to try another chinese restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to try another location for your stay?,0.0,0.019631901840490802,0.0,0.0,0.0,1
would you like to try another location?,0.0,0.0,0.0,0.0,0.0,1
would you like to try another place or give this one a shot?,0.0,0.0,0.0,0.0,0.0,1
would you like to try another place?,0.0,0.0,0.0,0.0,0.0,2
would you like to try booking a table?,0.0,0.0,0.0,0.0,0.0,1
would you like to try elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to try it or check out a different place?,0.0,0.0,0.0,0.0,0.0,1
would you like to try it or should i look for something else?,0.0,0.021500559910414344,0.0,0.0,0.0,1
would you like to try it or should i pick another option?,0.0,0.0,0.0,0.0,0.0,1
would you like to try it out?,0.0,0.0,0.0,0.0,0.0,1
would you like to try it?,0.0,0.0,0.0,0.0,0.0,1
would you like to try nandos or should i check other options?,0.0,0.0,0.0,0.0,0.0,1
would you like to try one of the other restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like to try one of the other three?,0.0,0.0,0.0,0.0,0.0,1
would you like to try that?,0.0,0.0,0.0,0.0,0.0,1
would you like to try the cambridge chop house?,0.0,0.0,0.0,0.0,0.0,1
would you like to try them out?,0.0,0.0,0.0,0.0,0.0,2
would you like to try them?,0.0,0.0,0.0,0.0,0.0,5
would you like to try this restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to try to book a room?,0.0,0.0,0.0,0.0,0.0,1
would you like to try to book a table with a view?,0.0,0.0,0.0,0.0,0.0,1
would you like to try to find a time that's available?,0.0,0.0,0.0,0.0,0.0,1
would you like to try to reserve a table?,0.0,0.0,0.0,0.0,0.0,1
would you like your reservation there?,0.0,0.0,0.0,0.0,0.0,1
would you more information about the curry prince?,0.0,0.0,0.0,0.0,0.0,1
would you prefer to book the huntington marriott hotel?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in a table there?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in booking a room at finches?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in booking a table at cotto?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in booking a table?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in making a reservation at meze bar?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in making a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you still be interested in reserving a table?,0.0,0.0,0.0,0.0,0.0,1
would you still like a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you still like a room here?,0.0,0.0,0.0,0.0,0.0,1
would you still like a room there?,0.0,0.0,0.0,0.0,0.0,1
would you still like me to book a table for you?,0.0,0.0,0.0,0.0,0.0,1
would you still like me to book the hotel?,0.0,0.0,0.0,0.0,0.0,1
would you still like me to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you still like me to reserve a table for you?,0.0,0.0,0.0,0.0,0.0,1
would you still like to book a reservation there?,0.0,0.0,0.0,0.0,0.0,1
would you still like to book a room at this location?,0.0,0.0,0.0,0.0,0.0,1
would you still like to book a table here?,0.0,0.0,0.0,0.0,0.0,1
would you still like to book a table?,0.0,0.019296482412060306,0.0,0.0,0.0,1
would you still like to book here?,0.0,0.007114624505928854,0.0,0.0,0.0,2
would you still like to keep your reservation at eraina?,0.0,0.0,0.0,0.0,0.0,1
would you still like to keep your reservation?,0.0,0.0076971047723536044,0.0,0.0,0.0,6
would you still like to make a reservation?,0.0,0.0,0.0,0.0,0.0,3
would you still like to try it?,0.0,0.0,0.0,0.0,0.0,1
wouldyou like to know more about them?,0.0,0.0,0.0,0.0,0.0,1
wouls you like to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
"yes, all of the reviews i found say that the hotel is exceptionally clean, would you like to book a room?",0.0,0.0,0.0,0.0,0.0,1
"yes, bangkok city serves alcoholic beverages, do you need any more details from me or are you good to go?",0.0,0.0,0.0,0.0,0.0,1
"yes, guests have good things to say about the breakfast at a and b. would you like me to reserve a room for you?",0.0,0.0,0.0,0.0,0.0,1
"yes, it appears that sala thong is located in a nice area, would you like to book a reservation for dinner?",0.0,0.0,0.0,0.0,0.0,1
"yes, the acorn guest house is known for having large guest rooms, would you like to continue with a booking?",0.0,0.0,0.0,0.0,0.0,1
"yes, the gandhi serves alcohol according to guest reviews, would you like to make a delivery order or do you want to explore more options?",0.0,0.0,0.0,0.0,0.0,1
"yes, the rooms are said to be very big at the cambridge belfry, would you like try to make another reservation at this hotel, perhaps for a different date?",0.0,0.0,0.0,0.0,0.0,1
"yes, they serve alcoholic beverages at nando's restaurant, do you want to make a reservation there or do you have more questions?",0.0,0.0,0.0,0.0,0.0,1
you interested?,0.0,0.0,0.0,0.0,0.0,1
